PMID,Title,Author,Abstract
26101289,The interface between forensic science and technology: how technology could cause a paradigm shift in the role of forensic institutes in the criminal justice system,Ate Kloosterman,"In this paper, the importance of modern technology in forensic investigations is discussed. Recent technological developments are creating new possibilities to perform robust scientific measurements and studies outside the controlled laboratory environment. The benefits of real-time, on-site forensic investigations are manifold and such technology has the potential to strongly increase the speed and efficacy of the criminal justice system. However, such benefits are only realized when quality can be guaranteed at all times and findings can be used as forensic evidence in court. At the Netherlands Forensic Institute, innovation efforts are currently undertaken to develop integrated forensic platform solutions that allow for the forensic investigation of human biological traces, the chemical identification of illicit drugs and the study of large amounts of digital evidence. These platforms enable field investigations, yield robust and validated evidence and allow for forensic intelligence and targeted use of expert capacity at the forensic institutes. This technological revolution in forensic science could ultimately lead to a paradigm shift in which a new role of the forensic expert emerges as developer and custodian of integrated forensic platforms."
26101285,The end of the (forensic science) world as we know it? The example of trace evidence,Claude Roux,"The dominant conception of forensic science as a patchwork of disciplines primarily assisting the criminal justice system (i.e. forensics) is in crisis or at least shows a series of anomalies and serious limitations. In recent years, symptoms of the crisis have been discussed in a number of reports by various commentators, without a doubt epitomized by the 2009 report by the US National Academies of Sciences (NAS 2009 Strengthening forensic science in the United States: a path forward). Although needed, but viewed as the solution to these drawbacks, the almost generalized adoption of stricter business models in forensic science casework compounded with ever-increasing normative and compliance processes not only place additional pressures on a discipline that already appears in difficulty, but also induce more fragmentation of the different forensic science tasks, a tenet many times denounced by the same NAS report and other similar reviews. One may ask whether these issues are not simply the result of an unfit paradigm. If this is the case, the current problems faced by forensic science may indicate future significant changes for the discipline. To facilitate broader discussion this presentation focuses on trace evidence, an area that is seminal to forensic science both for epistemological and historical reasons. There is, however, little doubt that this area is currently under siege worldwide. Current and future challenges faced by trace evidence are discussed along with some possible answers. The current situation ultimately presents some significant opportunities to re-invent not only trace evidence but also forensic science. Ultimately, a distinctive, more robust and more reliable science may emerge through rethinking the forensics paradigm built on specialisms, revisiting fundamental forensic science principles and adapting them to the twenty-first century."
26100090,Early growth patterns are associated with intelligence quotient scores in children born small-for-gestational age,Marcia H Varella,"Objective: To assess whether patterns of growth trajectory during infancy are associated with intelligence quotient (IQ) scores at 4 years of age in children born small-for-gestational age (SGA). Methods: Children in the Collaborative Perinatal Project born SGA were eligible for analysis. The primary outcome was the Stanford-Binet IQ score at 4 years of age. Growth patterns were defined based on changes in weight-for-age z-scores from birth to 4 months and 4 to 12 months of age and consisted of steady, early catch-up, late catch-up, constant catch-up, early catch-down, late catch-down, constant catch-down, early catch-up & late catch-down, and early catch-down & late catch-up. Multivariate linear regression was used to assess associations between patterns of growth and IQ. Results: We evaluated patterns of growth and IQ in 5640 children. Compared with children with steady growth, IQ scores were 2.9 [standard deviation (SD)=0.54], 1.5 (SD=0.63), and 2.2 (SD=0.9) higher in children with early catch-up, early catch-up and later catch-down, and constant catch-up growth patterns, respectively, and 4.4 (SD=1.4) and 3.9 (SD=1.5) lower in children with early catch-down & late catch-up, and early catch-down growth patterns, respectively. Conclusions: Patterns in weight gain before 4 months of age were associated with differences in IQ scores at 4 years of age, with children with early catch-up having slightly higher IQ scores than children with steady growth and children with early catch-down having slightly lower IQ scores. These findings have implications for early infant nutrition in children born SGA."
26098907,Reading deficits in very low birthweight children are associated with vocabulary and attention issues at the age of seven,Ingemar Leijon,"Aim: This Swedish study compared reading skills between seven-year-old children with a very low birthweight (VLBW) and controls with a normal birthweight, exploring associations between reading variables and cognition, parent-rated behaviour, perinatal factors and family factors. Methods: We studied 51 VLBW children, with no major neurodevelopmental impairments and attending their first year at a regular school, and compared them with the 51 sex- and age-matched controls. The test battery, carried out at 7.8 ± 0.4 years of age, included reading skills, the Wechsler Intelligence Scale for Children - III and the Child Behaviour Checklist. Results: Very low birthweight children with a mean birthweight of 1105 g (± 291 g) and a gestational age of 28.8 (± 2.2) weeks scored significantly lower in all reading subtests and cognition and demonstrated more behavioural problems than normal birthweight controls. We also found significant associations between poor vocabulary, combined with attention problems, and phonological awareness, rapid naming and spelling control. Perinatal factors had no association with reading function, and socio-economic factors had very few. Conclusion: Very low birthweight children demonstrated deficits in all reading domains and had poorer cognition and more behavioural problems at the age of seven, with reading ability related to vocabulary and attention."
26098736,"Prevalence of posttraumatic stress symptoms in United States Air Force intelligence, surveillance, and reconnaissance agency imagery analysts",Laura Reardon,"Imagery analysts are critical to the intelligence capabilities of the United States Air Force (USAF) and are known as the ""eyes"" of the USAF. The purpose of this study was to assess for posttraumatic disorder (PTSD) symptoms among this cohort. Of the 498 imagery analysts who participated, a total of 4.22% met provisional diagnostic criteria for PTSD as outlined in the Diagnostic and Statistical Manual of Mental Disorders (4th ed.; American Psychiatric Association, 2000) which was lower than established rates of PTSD (up to 18%) among military personnel returning from deployment. Implications of subclinical PTSD symptoms on occupational functioning and overall diagnostic picture are discussed."
26098167,Life span decrements in fluid intelligence and processing speed predict mortality risk,Stephen Aichele,"We examined life span changes in 5 domains of cognitive performance as predictive of mortality risk. Data came from the Manchester Longitudinal Study of Cognition, a 20-plus-year investigation of 6,203 individuals ages 42-97 years. Cognitive domains were general crystallized intelligence, general fluid intelligence, verbal memory, visuospatial memory, and processing speed. Life span decrements were evident across these domains, controlling for baseline performance at age 70 and adjusting for retest effects. Survival analyses stratified by sex and conducted independently by cognitive domain showed that lower baseline performance levels in all domains-and larger life span decrements in general fluid intelligence and processing speed-were predictive of increased mortality risk for both women and men. Critically, analyses of the combined predictive power of cognitive performance variables showed that baseline levels of processing speed (in women) and general fluid intelligence (in men), and decrements in processing speed (in women and in men) and general fluid intelligence (in women), accounted for most of the explained variation in mortality risk. In light of recent evidence from brain-imaging studies, we speculate that cognitive abilities closely linked to cerebral white matter integrity (such as processing speed and general fluid intelligence) may represent particularly sensitive markers of mortality risk. In addition, we presume that greater complexity in cognition-survival associations observed in women (in analyses incorporating all cognitive predictors) may be a consequence of longer and more variable cognitive declines in women relative to men."
26098006,The comorbidity of learning difficulties and ADHD symptoms in primary-school-age children],Kirsten Schuchardt,"Children having difficulties in acquiring early literacy and mathematical skills often show an increased rate of inattention, hyperactivity, and impulsivity. This study provides data on the comorbidity rates of specific learning difficulties and ADHD symptoms. We analyzed the data of 273 children with learning difficulties despite an at least average IQ, 57 children with low IQ, and 270 children without learning difficulties and average IQ (comparison group). We assessed children’s IQ and school achievement using standardized achievement tests. ADHD symptoms were assessed via parents’ ratings. Our results showed that only 5 % of both the control group and the group with solely mathematical difficulties fulfilled the criteria of an ADHD subtype according to the DSM-IV based on parents’ ratings. In contrast, this was the case in even 20 % of the children with difficulties in reading/writing and of those with low IQ. Compared to girls, boys in the control group had a 150% higher risk for matching the criteria of one of the ADHD subtypes in parents’ ratings, whereas boys with learning difficulties and those with low IQ had an even 200% to 600% higher risk for it. The relationship between learning difficulties and ADHD symptoms can be found predominantly in the inattentive type. Possible reasons for the results are discussed."
26097861,The effect of four-phase teaching method on midwifery students' emotional intelligence in managing the childbirth,Soheila Mohamadirizi,"Background: An active teaching method has been used widely in medical education. The aim of this study was to determine the effectiveness of the four-phase teaching method on midwifery students' emotional intelligence (EQ) in managing the childbirth. Materials and methods: This was an experimental study that performed in 2013 in Isfahan University of Medical Sciences. Thirty midwifery students were involved in this study and selected through a random sampling method. The EQ questionnaire (43Q) was completed by both the groups, before and after the education. The collected data were analyzed using SPSS 14, the independent t-test, and the paired t-test. The statistically significant level was considered to be <0.05. Results: The findings of the independent t-test did not show any significant difference between EQ scores of the experimental and the control group before the intervention, whereas a statistically significant difference was observed after the intervention between the scores of two groups (P = 0.009). The paired t-test showed a statistically significant difference in EQ scores in the two groups after the intervention in the four-phase and the control group, respectively, as P = 0.005 and P = 0.018. Furthermore, the rate of self-efficiency has increased in the experimental group and control group as 66% and 13% (P = 0.024), respectively. Conclusion: The four-phase teaching method can increase the EQ levels of midwifery students. Therefore, the conduction of this educational model is recommended as an effective learning method."
26097821,A comparative study of visual and auditory reaction times on the basis of gender and physical activity levels of medical first year students,Aditya Jain,"Background: Reaction time (RT) is a measure of the response to a stimulus. RT plays a very important role in our lives as its practical implications may be of great consequences. Factors that can affect the average human RT include age, sex, left or right hand, central versus peripheral vision, practice, fatigue, fasting, breathing cycle, personality types, exercise, and intelligence of the subject. Aim: The aim was to compare visual RTs (VRTs) and auditory RTs (ARTs) on the basis of gender and physical activity levels of medical 1(st) year students. Materials and methods: The present cross-sectional study was conducted on 120 healthy medical students in age group of 18-20 years. RT for target stimulus that is, for the beep tone for measuring ART, and red circle for measuring VRT was determined using Inquisit 4.0 (Computer Software) in the laptop. The task was to press the spacebar as soon as the stimulus is presented. Five readings of each stimulus were taken, and their respective fastest RT's for each stimuli were recorded. Statistical analysis was done. Results: In both the sexes' RT to the auditory stimulus was significantly less (P < 0.001) as compared to the visual stimulus. Significant difference was found between RT of male and female medical students (P < 0.001) as well as between sedentary and regularly exercising healthy medical 1(st) year students. Conclusion: The ART is faster than the VRT in medical students. Furthermore, male medical students have faster RTs as compared to female medical students for both auditory as well as visual stimuli. Regularly exercising medical students have faster RTs when compared with medical students with sedentary lifestyles."
26097462,"Four converging measures of temporal discounting and their relationships with intelligence, executive functions, thinking dispositions, and behavioral outcomes",Alexandra G Basile,"Temporal discounting is the tendency to devalue temporally distant rewards. Past studies have examined the k-value, the indifference point, and the area under the curve as dependent measures on this task. The current study included these three measures and a fourth measure, called the interest rate total score, which differentiated good from poor choices. The interest rate total score was based on scoring only those items in which the delayed choice should be preferred given the expected return based on simple interest rates. In addition, associations with several individual difference measures were examined including intelligence, executive functions (inhibition, working memory, and set-shifting), thinking dispositions [Need for Cognition and Consideration of Future Consequences (CFCs)] and engagement in substance use and gambling behavior. A staircase temporal discounting task was examined in a sample of 99 university students. Replicating previous studies, temporal discounting increased with longer delays to reward and decreased with higher reward magnitudes. A hyperbolic function accounted for more variance in temporal discounting than an exponential function. Reaction time at the indifference point was significantly longer than at the other choice points. The four dependent measures of temporal discounting were all significantly correlated and were also significantly associated with our individual difference measures. That is, the tendency to wait for a larger delayed reward on all of the temporal discounting measures was associated with higher intelligence, higher executive functions, and more CFCs. Associations between our measures of temporal discounting and outcomes related to substance use and gambling behavior were modest in our university sample."
26095169,Bullying: The impact of teacher management and trait emotional intelligence,José A Casas,"Background: The bullying phenomenon has serious consequences for those that are involved. In order to find more effective ways to eradicate it from the schools, more research is needed. In this context, teacher management and emotional intelligence (EI) are shown to be relevant keys to consider. Aim: The aim of this study was to analyse the ways in which teacher management and trait EI affect involvement in bullying aggression and victimization. Sample: A total of 2,806 Spanish schoolchildren (51.8% girls; Age M = 15.44; SD = 1.79) participated in this transversal study. Methods: Self-report questionnaires were administrated; four of the dimensions of the Schoolwide Climate Scale: Bullying victimization; bullying aggression; positive teacher management; and negative teacher management. They also completed the Spanish version of the TMMS-24 EI questionnaire. After encoding the data, six structural equation models were created to study the direct and joint effects of teacher management and trait EI on bullying aggression and victimization. The models were run for both the whole sample and split samples based on the education cycles and sex. Results: Results showed that both positive and negative teacher management were closely linked to involvement in bullying aggression and victimization. EI was also found to be directly related to bullying involvement. Furthermore, results revealed that teacher management was directly related to trait EI. Education cycle differences were found, but no sex-specific differences were apparent in the sample. Conclusions: Conclusions of the study highlight the important role that teacher management plays with regard to bullying involvement and trait EI, and include a discussion of the need to include teacher management in bullying prevention programmes at schools."
26094535,Emotional intelligence vs. health behaviour in selected groups in late adulthood,Ewa Sygit-Kowalkowska,"Introduction: The study deals with the relationship between the emotional intelligence of people in late adulthood and their health behaviour not described in the earlier literature on this subject. The objective of the research was to study the impact of emotional abilities on positive mental attitude, preventive behaviour, correct dietary habits and pro-health practice in selected older persons. Materials and methods: The inventory of Pro-Health Behaviour (IZZ) by Juczyński Z was applied, together with the Polish adaptation of the INTE Questionnaire of Emotional Intelligence by Ciechanowicz A, Jaworowska A and Matczak A. A total of 199 people were examined. Two groups were taken into consideration: residents of care homes (DPS group) and attendees of the Third Age University (UTW group). Results: Analyses of results showed statistically significant relationships between the variables: emotional intelligence and the individual categories of pro-health behaviour. This correlation had a positive nature: an increase in the intensity of emotional abilities, including the awareness of such abilities, led to the increase of health-care oriented behaviours. The division into DPS and UTW groups proved to be significant for the relationships between emotional intelligence, a positive mental attitude, and correct dietary habits. Conclusions: The result of the study show that pro-health activities are directly associated with the abilities to understand and to control the emotions of older people. The data obtained confirm the positive relationship between the high level of emotional intelligence and pro-health behaviour."
26094229,Tai Chi and the Protection of Cognitive Ability: A Systematic Review of Prospective Studies in Healthy Adults,Guohua Zheng,"Context: Age-related cognitive decline has become an important public health issue. Tai Chi may be an effective intervention to protect the cognitive ability of healthy adults, but its effects are uncertain. This study systematically evaluated the protective effects of Tai Chi on healthy adults' cognitive ability. Evidence acquisition: A systematic review of prospective controlled trials comparing Tai Chi with usual physical activities for cognitive ability maintenance among healthy adults was conducted. Seven electronic databases were searched from their inception to December 31, 2013. Data analysis and bias risk evaluation were conducted in 2014. Evidence synthesis: Nine studies, including four RCTs and five non-randomized controlled trials, with 632 participants were identified. Global cognitive function was measured using the Mini-Mental State Examination, Mattis Dementia Rating Scale (MDRS), or event-related potential 300 in three studies; attention was measured by the MDRS attention score, hands and feet alternating movement time, or response time in three studies; learning and memory were assessed by MDRS memory score, Wechsler Adult Intelligence Scale, or Auditory Verbal Learning Test in three studies; emotion and perception were measured using arm stability and mental rotation in one study; and execution was measured by Trail Making Test, Stroop Test, and Clock Drawing Test in four studies. Tai Chi showed a positive effect on most outcomes of various cognitive realms. Conclusions: Compared with usual physical activities, Tai Chi shows potential protective effects on healthy adults' cognitive ability. Large RCTs with more rigorous designs are needed to fully evaluate and confirm its potential benefits."
26094122,A call for policy guidance on psychometric testing in doping control in sport,Andrea Petróczi,"One of the fundamental challenges in anti-doping is identifying athletes who use, or are at risk of using, prohibited performance enhancing substances. The growing trend to employ a forensic approach to doping control aims to integrate information from social sciences (e.g., psychology of doping) into organised intelligence to protect clean sport. Beyond the foreseeable consequences of a positive identification as a doping user, this task is further complicated by the discrepancy between what constitutes a doping offence in the World Anti-Doping Code and operationalized in doping research. Whilst psychology plays an important role in developing our understanding of doping behaviour in order to inform intervention and prevention, its contribution to the array of doping diagnostic tools is still in its infancy. In both research and forensic settings, we must acknowledge that (1) socially desirable responding confounds self-reported psychometric test results and (2) that the cognitive complexity surrounding test performance means that the response-time based measures and the lie detector tests for revealing concealed life-events (e.g., doping use) are prone to produce false or non-interpretable outcomes in field settings. Differences in social-cognitive characteristics of doping behaviour that are tested at group level (doping users vs. non-users) cannot be extrapolated to individuals; nor these psychometric measures used for individual diagnostics. In this paper, we present a position statement calling for policy guidance on appropriate use of psychometric assessments in the pursuit of clean sport. We argue that, to date, both self-reported and response-time based psychometric tests for doping have been designed, tested and validated to explore how athletes feel and think about doping in order to develop a better understanding of doping behaviour, not to establish evidence for doping. A false 'positive' psychological profile for doping affects not only the individual 'clean' athlete but also their entourage, their organisation and sport itself. The proposed policy guidance aims to protect the global athletic community against social, ethical and legal consequences from potential misuse of psychological tests, including erroneous or incompetent applications as forensic diagnostic tools in both practice and research."
26093908,Sultanate of Oman: building a dental workforce,Jennifer E Gallagher,"Background: A medium- and long-term perspective is required in human resource development to ensure that future needs and demands for oral healthcare are met by the most appropriate health professionals. This paper presents a case study of the Sultanate of Oman, one of the Gulf States with a current population of 3.8 million, which has initiated dental training through the creation of a dental college. Objectives: The objectives of this paper are first to describe trends in the dental workforce in Oman from 1990 to date and compare the dental workforce with its medical counterparts in Oman and with other countries, and second, to consider future dental workforce in the Sultanate. Methods: Data were collected from published sources, including the Ministry of Health (MoH), Ministry of Manpower (MoM), and Ministry of National Economy (MoNE)-Sultanate of Oman; the World Health Organization (WHO); World Bank; and the Central Intelligence Agency (CIA). Dentist-to-population ratios were compared nationally, regionally and globally for medicine and dentistry. Dental graduate outputs were mapped onto the local supply. Future trends were examined using population growth predictions, exploring the expected impact in relation to global, regional and European workforce densities. Results: Population growth in Oman is increasing at a rate of over 2% per year. Oman has historically been dependent upon an expatriate dental workforce with only 24% of the dentist workforce Omani in 2010 (n = 160). Subsequent to Oman Dental College (ODC) starting to qualify dental (BDS) graduates in 2012, there is an increase in the annual growth of the dentist workforce. On the assumption that all future dental graduates from ODC have an opportunity to practise in Oman, ODC graduates will boost the annual Omani dentist growth rate starting at 28% per annum from 2012 onwards, building capacity towards global (n = 1711) and regional levels (Gulf State: n = 2167) in the medium term. Conclusion: The output of dental graduates from Oman Dental College is improving the dentist-to-population ratio and helping the Sultanate to realize its aim of developing an Omani-majority dental workforce. The implications for retention of dentists and team training are discussed."
26092044,Quantifying the Association of Self-Enhancement Bias With Self-Ratings of Personality and Life Satisfaction,Daniel Leising,"Kwan, John, Kenny, Bond, and Robins conceptualize self-enhancement as a favorable comparison of self-judgments with judgments of and by others. Applying a modified version of Kwan et al.'s approach to behavior observation data, we show that the resulting measure of self-enhancement bias is highly reliable, predicts self-ratings of intelligence as well as does actual intelligence, interacts with item desirability in predicting responses to questionnaire items, and also predicts general life satisfaction. Consistent with previous research, however, self-ratings of intelligence did not become more valid when controlling for self-enhancement bias. We also show that common personality scales like the Rosenberg Self-Esteem Scale reflect self-enhancement at least as strongly as do scales that were designed particularly for that purpose (i.e., ""social desirability scales""). The relevance of these findings in regard to the validity and utility of social desirability scales is discussed."
26091240,Emotional Intelligence: A Critical Evaluation of the Literature with Implications for Mental Health Nursing Leadership,Kimberly R Powell,"Emotional intelligence (EI) is necessary for the development of interpersonal and professional competence in nurses. We argue that the concept of emotional intelligence has particular relevance for mental health nursing leadership. In this critique, we examine the recent empirical evidence (2010-2014) related to emotional intelligence, in general, and nursing, specifically. Correlations between emotional intelligence and better overall health, increased work satisfaction, higher spiritual well-being, and decreased risk of job burnout are noted. We offer suggestions for mental health nurse leaders in developing successful project management teams and improving retention of current leaders. We also provide suggestions for future research."
26090574,Brain Imaging and Neurodevelopment in HIV-uninfected Thai Children Born to HIV-infected Mothers,Neda Jahanshad,"Background: Perinatal use of combination antiretroviral therapy dramatically reduces vertical (mother-to-child) transmission of HIV but has led to a growing population of children with perinatal HIV-exposure but uninfected (HEU). HIV can cause neurological injury among children born with infection, but the neuroanatomical and developmental effects in HEU children are poorly understood. Methods: We used structural magnetic resonance imaging with diffusion tensor imaging to compare brain anatomy between 30 HEU and 33 age-matched HIV-unexposed and uninfected (HUU) children from Thailand. Maps of brain volume and microstructural anatomy were compared across groups; associations were tested between neuroimaging measures and concurrent neuropsychological test performance. Results: Mean (standard deviation) age of children was 10.3 (2.8) years, and 58% were male. All were enrolled in school and lived with family members. Intelligence quotient (IQ) did not differ between groups. Caretaker education levels did not differ, but income was higher for HUU (P < 0.001). We did not detect group differences in brain volume or diffusion tensor imaging metrics, after controlling for sociodemographic factors. The mean (95% confidence interval) fractional anisotropy in the corpus callosum was 0.375 (0.368-0.381) in HEU compared with 0.370 (0.364-0.375) in HUU. Higher fractional anisotropy and lower mean diffusivity were each associated with higher IQ scores in analyses with both groups combined. Conclusions: No differences in neuroanatomical or brain integrity measures were detectable in HEU children compared with age-matched and sex-matched controls (HUU children). Expected associations between brain integrity measures and IQ scores were identified suggesting sufficient power to detect subtle associations that were present."
26089557,Including Emotional Intelligence in Pharmacy Curricula to Help Achieve CAPE Outcomes,Michael H Nelson,"The importance of emotional intelligence (EI) for effective teamwork and leadership within the workplace is increasingly apparent. As suggested by the 2013 CAPE Outcomes, we recommend that colleges and schools of pharmacy consider EI-related competencies to build self-awareness and professionalism among students. In this Statement, we provide two examples of the introduction of EI into pharmacy curricula. In addition, we provide a 4-phase process based on recommendations developed by EI experts for structuring and planning EI development. Finally, we make 9 recommendations' to inform the process of including EI in pharmacy curricula."
26087490,Active Learning in Context-Driven Stream Mining With an Application to Image Mining,Cem Tekin,"We propose an image stream mining method in which images arrive with contexts (metadata) and need to be processed in real time by the image mining system (IMS), which needs to make predictions and derive actionable intelligence from these streams. After extracting the features of the image by preprocessing, IMS determines online the classifier to use on the extracted features to make a prediction using the context of the image. A key challenge associated with stream mining is that the prediction accuracy of the classifiers is unknown, since the image source is unknown; thus, these accuracies need to be learned online. Another key challenge of stream mining is that learning can only be done by observing the true label, but this is costly to obtain. To address these challenges, we model the image stream mining problem as an active, online contextual experts problem, where the context of the image is used to guide the classifier selection decision. We develop an active learning algorithm and show that it achieves regret sublinear in the number of images that have been observed so far. To further illustrate and assess the performance of our proposed methods, we apply them to diagnose breast cancer from the images of cellular samples obtained from the fine needle aspirate of breast mass. Our findings show that very high diagnosis accuracy can be achieved by actively obtaining only a small fraction of true labels through surgical biopsies. Other applications include video surveillance and video traffic monitoring."
26087373,Fair Trade Metaphor as a Control Privacy Method for Pervasive Environments: Concepts and Evaluation,Abraham Esquivel,"This paper presents a proof of concept from which the metaphor of ""fair trade"" is validated as an alternative to manage the private information of users. Our privacy solution deals with user's privacy as a tradable good for obtaining environmental services. Thus, users gain access to more valuable services as they share more personal information. This strategy, combined with optimistic access control and transaction registry mechanisms, enhances users' confidence in the system while encouraging them to share their information, with the consequent benefit for the community. The study results are promising considering the user responses regarding the usefulness, ease of use, information classification and perception of control with the mechanisms proposed by the metaphor."
26087372,From Ambient Sensing to IoT-based Context Computing: An Open Framework for End to End QoC Management,Pierrick Marie,"Quality of Context (QoC) awareness is recognized as a key point for the success of context-aware computing. At the time where the combination of the Internet of Things, Cloud Computing, and Ambient Intelligence paradigms offer together new opportunities for managing richer context data, the next generation of Distributed Context Managers (DCM) is facing new challenges concerning QoC management. This paper presents our model-driven QoCIM framework. QoCIM is the acronym for Quality of Context Information Model. We show how it can help application developers to manage the whole QoC life-cycle by providing genericity, openness and uniformity. Its usages are illustrated, both at design time and at runtime, in the case of an urban pollution context- and QoC-aware scenario."
26086780,"Karolinska Scales of Personality, cognition and psychotic symptoms in patients with schizophrenia and healthy controls",Björn Mikael Nilsson,"Background: Studies on both personality dimensions and cognition in schizophrenia are scarce. The objective of the present study was to examine personality traits and the relation to cognitive function and psychotic symptoms in a sample of patients with schizophrenia and healthy controls. Method: In total 23 patients with schizophrenia and 14 controls were assessed with the Karolinska Scales of Personality (KSP). A broad cognitive test programme was used, including the Wechsler Adult Intelligence Scales, the Finger-Tapping Test, the Trail Making Test, the Verbal Fluency Test, the Benton Visual Retention Test, the Wisconsin Card Sorting Test and Rey Auditory Verbal Learning Test . Results: Compared with controls, the patients exhibited prominent elevations on KSP scales measuring anxiety proneness and neuroticism (P = 0.000005-0.0001), on the Detachment scale (P < 0.00009) and lower value on the Socialization scale (P < 0.0002). The patients also scored higher on the Inhibition of Aggression, Suspicion, Guilt and Irritability scales (P = 0.002-0.03) while the remaining five scales did not differ between patients and controls. KSP anxiety-related scales correlated with the Positive and Negative Symptoms Scale (PANSS) general psychopathology subscale. Cognitive test results were uniformly lower in the patient group and correlated with PANSS negative symptoms subscale. There was no association between KSP scale scores and PANSS positive or negative symptoms. Conclusion: The patients revealed a highly discriminative KSP test profile with elevated scores in neuroticism- and psychoticism-related scales as compared to controls. Results support previous findings utilizing other personality inventories in patients with schizophrenia. Cognitive test performance correlated inversely with negative symptoms."
26086740,"Neurodevelopmental variability in three young girls with a rare chromosomal disorder, 48, XXXX",Carole Samango-Sprouse,"Fourty eight, XXXX is a rare chromosomal aneuploidy associated with neurocognitive deficits, speech and language disorders and executive dysfunction but the scarcity and variability of reported cases limit our understanding of the 48, XXXX phenotype. To our knowledge, this is the first study to report on the neurodevelopmental profile of three young females with 48, XXXX. Patient 1 (age = 11.0), Patient 2 (age = 10.9), and Patient 3 (age = 6.4) were evaluated using comprehensive neurodevelopmental assessments. Parent questionnaires were completed to assess behavioral and psychosocial domains including executive function, ADHD and anxiety. Nonverbal intelligence quotients were 56, 80, and 91 for Patients 1, 2, and 3, respectively. There were significantly impaired visual motor capacities in graphomotor and perceptual domains below the 5th centile in Patients 1 and 2, and mildly impaired visual perception skills in Patient 3. All three patients had Childhood Apraxia of Speech (CAS) but of varying severity and similar executive dysfunction, externalizing problems and social difficulties. Familial learning disabilities (FLD) in Patient 1 and the co-occurrence of ADHD in Patient's 1 and 2 may contribute to their more impaired cognitive performances relative to Patient 3 who is the second reported case of 48, XXXX to have normal intellect. These distinct and overlapping characteristics expand the phenotypic profile of 48, XXXX and may be used in the counseling of families and treatment of children with 48, XXXX."
26085198,Clinical research on intelligence seven needle therapy treated infants with brain damage syndrome,Zhen-Huan Liu,"Objective: To assess whether the intelligence seven needle therapy administered in infants with perinatal brain damage syndrome (BDS) as early intervention would improve patients' neural development. Methods: A randomized controlled trial was conducted. Sixty-four infants with BDS were randomly assigned to two groups: the comprehensive group and the control group. Both groups received routine early intervention; in addition, the comprehensive group received intelligence seven needle therapy. Before and after treatment, the Bayley Scale of Infant Development (BSID), Gesell Developmental Schedules, Gross Motor Function Measure (GMFM), transcranial doppler ultrasound (TCD), and cranial imaging examination were tested for contrast. Results: After treatment, the comprehensive group showed significant difference in the Mental Development Index (MDI) scores of BSID compared with the control group (P<0.05), however, no significant discrepancy in psychomotor development index (PDI,P>0.05) was observed. The children's development quotients (DQ) of the comprehensive group exhibited a significant superiority in improving the social adaptation DQ of Gesell Developmental Schedules compared with the control group (P<0.01), as well as GMFM and linguistic and social intercourse (P<0.05). Again, no discrepancy in the fine movement DQ was found (P>0.05). The total scores of GMFM in the comprehensive group were higher than those in the control group (P<0.05). Comparing the two groups, the comprehensive group showed a significantly greater recovery rate than the control group on TCD after treatment (P<0.05). After 6-month follow-up, some recovery in both groups, specifically on broadening of brain outside space by cranial imaging examination were observed. The comprehensive group demonstrated a significantly greater recovery rate than the control group (P<0.05). Conclusion: The developmental level of intelligence, motion function, linguistic competence and social intercourse can be promoted for infants with perinatal BDS by treating with the intelligence seven needle therapy. This approach can improve the brain blood supply and promote the growth of frontal and parietal lobes."
26084366,Prenatal Micronutrient Supplementation Is Not Associated with Intellectual Development of Young School-Aged Children,Chao Li,"Background: Micronutrient supplementation is often prescribed during pregnancy. The effects of prenatal iron and multimicronutrient supplementation on intellectual development in young school-aged children are less than clear. Objective: The aim of this study was to examine the long-term effects of prenatal iron plus folic acid or multiple micronutrient (including iron and folic acid) supplementation vs. folic acid supplementation on the intellectual development of young school-aged children in rural China. Methods: Young school-aged children (aged 7-10 y, n = 1744) of women who had participated in a trial of prenatal supplementation with various combinations of micronutrients and remained residents in 2 rural counties in China were followed. We measured their intellectual development by Wechsler Intelligence Scale for Children Fourth Edition (WISC-IV). The WISC-IV generated the Full-Scale Intelligence Quotient (FSIQ), Verbal Comprehension Index (VCI), Working Memory Index (WMI), Perceptual Reasoning Index (PRI), and Processing Speed Index (PSI). Multilevel analyses were used to assess the effect of prenatal micronutrient supplementation on the intellectual development of children. Results: The mean differences in FSIQ, VCI, WMI, PRI, and PSI, respectively, were not significant between prenatal folic acid supplementation and either iron plus folic acid [-0.34 (P = 0.65), -0.06 (P = 0.95), -0.22 (P = 0.76), -0.01 (P = 0.99), and -1.26 (P = 0.11)] or multimicronutrient [-0.39 (P = 0.60), -0.64 (P = 0.48), 0.11 (P = 0.87), -0.43 (P = 0.59), and -0.34; (P = 0.65)] supplementation after adjusting for confounders. Conclusions: There is no evidence to suggest a different effect on intellectual development between prenatal iron plus folic acid, multimicronutrient supplementation, and prenatal folic acid supplementation in children aged 7-10 y. This trial was registered at www.isrctn.com as ISRCTN08850194."
